,CourseID,CourseName,Basic,No. Classes
90,C91,Course 91,1,2.0
91,C92,Course 92,1,2.0
92,C93,Course 93,0,1.0
93,C94,Course 94,0,
94,C95,Course 95,1,
95,C96,Course 96,1,2.0
96,C97,Course 97,0,3.0
97,C98,Course 98,0,1.0
98,C99,Course 99,1,0.0
99,C100,Course 100,1,1.0
100,C101,Course 101,1,
101,C102,Course 102,0,1.0
102,C103,Course 103,0,0.0
103,C104,Course 104,1,0.0
104,C105,Course 105,1,2.0
105,C106,Course 106,0,2.0
106,C107,Course 107,1,1.0
107,C108,Course 108,1,0.0
108,C109,Course 109,0,0.0
109,C110,Course 110,1,0.0
110,C111,Course 111,0,0.0
111,C112,Course 112,1,2.0
112,C113,Course 113,0,3.0
113,C114,Course 114,1,0.0
114,C115,Course 115,0,2.0
115,C116,Course 116,1,2.0
116,C117,Course 117,1,2.0
117,C118,Course 118,1,
118,C119,Course 119,1,2.0
119,C120,Course 120,0,0.0
120,C121,Course 121,1,1.0
121,C122,Course 122,0,0.0
122,C123,Course 123,0,1.0
123,C124,Course 124,1,0.0
124,C125,Course 125,0,2.0
125,C126,Course 126,0,2.0
126,C127,Course 127,1,
127,C128,Course 128,1,3.0
128,C129,Course 129,0,0.0
129,C130,Course 130,1,
130,C131,Course 131,1,2.0
131,C132,Course 132,0,1.0
132,C133,Course 133,1,1.0
133,C134,Course 134,1,2.0
134,C135,Course 135,0,3.0
135,C136,Course 136,0,0.0
136,C137,Course 137,0,1.0
137,C138,Course 138,0,3.0
138,C139,Course 139,0,3.0
139,C140,Course 140,1,2.0
140,C141,Course 141,1,3.0
141,C142,Course 142,1,2.0
142,C143,Course 143,0,1.0
143,C144,Course 144,1,3.0
144,C145,Course 145,0,
145,C146,Course 146,1,0.0
146,C147,Course 147,1,2.0
147,C148,Course 148,0,2.0
148,C149,Course 149,1,0.0
149,C150,Course 150,1,2.0
150,C151,Course 151,0,0.0
151,C152,Course 152,0,
152,C153,Course 153,1,0.0
153,C154,Course 154,1,
154,C155,Course 155,1,3.0
155,C156,Course 156,0,2.0
156,C157,Course 157,1,2.0
157,C158,Course 158,1,3.0
158,C159,Course 159,0,3.0
159,C160,Course 160,0,1.0
160,C161,Course 161,0,3.0
161,C162,Course 162,0,1.0
162,C163,Course 163,0,1.0
163,C164,Course 164,1,3.0
164,C165,Course 165,0,3.0
165,C166,Course 166,1,3.0
166,C167,Course 167,1,3.0
167,C168,Course 168,1,3.0
168,C169,Course 169,0,3.0
169,C170,Course 170,1,3.0
170,C171,Course 171,1,1.0
171,C172,Course 172,0,0.0
172,C173,Course 173,0,3.0
173,C174,Course 174,0,0.0
174,C175,Course 175,0,1.0
175,C176,Course 176,1,
176,C177,Course 177,1,2.0
177,C178,Course 178,1,0.0
178,C179,Course 179,0,3.0
179,C180,Course 180,0,3.0
180,C181,Course 181,0,1.0
181,C182,Course 182,0,3.0
182,C183,Course 183,0,3.0
183,C184,Course 184,1,
184,C185,Course 185,1,
185,C186,Course 186,0,2.0
186,C187,Course 187,1,
187,C188,Course 188,1,3.0
188,C189,Course 189,0,3.0
189,C190,Course 190,1,2.0
190,C191,Course 191,0,2.0
191,C192,Course 192,0,2.0
192,C193,Course 193,0,
193,C194,Course 194,1,3.0
194,C195,Course 195,0,
195,C196,Course 196,0,2.0
196,C197,Course 197,0,
197,C198,Course 198,0,0.0
198,C199,Course 199,0,2.0
199,C200,Course 200,0,1.0
200,C201,Course 201,1,1.0
201,C202,Course 202,0,0.0
202,C203,Course 203,1,0.0
203,C204,Course 204,1,1.0
204,C205,Course 205,1,1.0
205,C206,Course 206,1,0.0
206,C207,Course 207,1,1.0
207,C208,Course 208,1,1.0
208,C209,Course 209,0,1.0
209,C210,Course 210,0,2.0
210,C211,Course 211,1,1.0
211,C212,Course 212,1,0.0
212,C213,Course 213,1,1.0
213,C214,Course 214,0,3.0
214,C215,Course 215,0,1.0
215,C216,Course 216,0,0.0
216,C217,Course 217,1,0.0
217,C218,Course 218,0,
218,C219,Course 219,1,0.0
219,C220,Course 220,0,3.0
220,C221,Course 221,0,1.0
221,C222,Course 222,1,3.0
222,C223,Course 223,1,2.0
223,C224,Course 224,0,3.0
224,C225,Course 225,1,
225,C226,Course 226,0,0.0
226,C227,Course 227,1,2.0
227,C228,Course 228,0,3.0
228,C229,Course 229,1,3.0
229,C230,Course 230,0,1.0
230,C231,Course 231,1,3.0
231,C232,Course 232,0,0.0
232,C233,Course 233,0,1.0
233,C234,Course 234,1,3.0
234,C235,Course 235,1,2.0
235,C236,Course 236,1,1.0
236,C237,Course 237,0,
237,C238,Course 238,1,3.0
238,C239,Course 239,0,3.0
239,C240,Course 240,1,
240,C241,Course 241,1,2.0
241,C242,Course 242,1,2.0
242,C243,Course 243,0,3.0
243,C244,Course 244,1,1.0
244,C245,Course 245,0,2.0
245,C246,Course 246,0,
246,C247,Course 247,0,2.0
247,C248,Course 248,0,0.0
248,C249,Course 249,0,0.0
249,C250,Course 250,0,0.0
250,C251,Course 251,0,0.0
251,C252,Course 252,1,
252,C253,Course 253,1,3.0
253,C254,Course 254,0,2.0
254,C255,Course 255,1,1.0
255,C256,Course 256,0,2.0
256,C257,Course 257,1,
257,C258,Course 258,0,2.0
258,C259,Course 259,0,0.0
259,C260,Course 260,1,
260,C261,Course 261,1,1.0
261,C262,Course 262,1,3.0
262,C263,Course 263,1,1.0
263,C264,Course 264,1,2.0
264,C265,Course 265,1,2.0
265,C266,Course 266,1,0.0
266,C267,Course 267,0,
267,C268,Course 268,0,2.0
268,C269,Course 269,1,1.0
269,C270,Course 270,0,3.0
270,C271,Course 271,0,2.0
271,C272,Course 272,0,1.0
272,C273,Course 273,1,1.0
273,C274,Course 274,0,1.0
274,C275,Course 275,1,1.0
275,C276,Course 276,1,
276,C277,Course 277,0,0.0
277,C278,Course 278,0,
278,C279,Course 279,1,0.0
279,C280,Course 280,1,
280,C281,Course 281,0,
281,C282,Course 282,1,0.0
282,C283,Course 283,0,0.0
283,C284,Course 284,0,
284,C285,Course 285,0,2.0
285,C286,Course 286,0,1.0
286,C287,Course 287,1,1.0
287,C288,Course 288,0,2.0
288,C289,Course 289,0,2.0
289,C290,Course 290,0,2.0
