,CourseID,CourseName,Basic,No. Classes
93,C94,Course 94,1,0.0
94,C95,Course 95,1,0.0
95,C96,Course 96,0,2.0
96,C97,Course 97,1,0.0
97,C98,Course 98,1,3.0
98,C99,Course 99,0,2.0
99,C100,Course 100,0,0.0
100,C101,Course 101,0,3.0
101,C102,Course 102,0,3.0
102,C103,Course 103,1,2.0
103,C104,Course 104,1,2.0
104,C105,Course 105,0,1.0
105,C106,Course 106,1,2.0
106,C107,Course 107,1,0.0
107,C108,Course 108,0,3.0
108,C109,Course 109,0,2.0
109,C110,Course 110,1,1.0
110,C111,Course 111,1,2.0
111,C112,Course 112,0,2.0
112,C113,Course 113,0,2.0
113,C114,Course 114,0,1.0
114,C115,Course 115,1,2.0
115,C116,Course 116,1,2.0
116,C117,Course 117,1,
117,C118,Course 118,0,0.0
118,C119,Course 119,0,1.0
119,C120,Course 120,0,1.0
120,C121,Course 121,0,0.0
121,C122,Course 122,1,
122,C123,Course 123,1,1.0
123,C124,Course 124,0,
124,C125,Course 125,1,3.0
125,C126,Course 126,0,
126,C127,Course 127,1,1.0
127,C128,Course 128,0,2.0
128,C129,Course 129,0,2.0
129,C130,Course 130,0,0.0
130,C131,Course 131,0,3.0
131,C132,Course 132,1,3.0
132,C133,Course 133,0,
133,C134,Course 134,0,2.0
134,C135,Course 135,0,2.0
135,C136,Course 136,0,0.0
136,C137,Course 137,1,
137,C138,Course 138,0,1.0
138,C139,Course 139,1,1.0
139,C140,Course 140,1,3.0
140,C141,Course 141,1,1.0
141,C142,Course 142,0,0.0
142,C143,Course 143,1,3.0
143,C144,Course 144,1,2.0
144,C145,Course 145,0,1.0
145,C146,Course 146,0,1.0
146,C147,Course 147,1,2.0
147,C148,Course 148,1,0.0
148,C149,Course 149,0,0.0
149,C150,Course 150,1,3.0
150,C151,Course 151,0,0.0
151,C152,Course 152,1,3.0
152,C153,Course 153,0,0.0
153,C154,Course 154,1,1.0
154,C155,Course 155,1,2.0
155,C156,Course 156,1,0.0
156,C157,Course 157,1,2.0
157,C158,Course 158,1,
158,C159,Course 159,0,
159,C160,Course 160,0,1.0
160,C161,Course 161,1,
161,C162,Course 162,0,3.0
162,C163,Course 163,0,
163,C164,Course 164,0,0.0
164,C165,Course 165,1,2.0
165,C166,Course 166,0,
166,C167,Course 167,0,2.0
167,C168,Course 168,1,3.0
168,C169,Course 169,0,0.0
169,C170,Course 170,1,
170,C171,Course 171,0,0.0
171,C172,Course 172,1,0.0
172,C173,Course 173,0,1.0
173,C174,Course 174,1,
174,C175,Course 175,1,3.0
175,C176,Course 176,0,0.0
176,C177,Course 177,0,
177,C178,Course 178,1,2.0
178,C179,Course 179,1,2.0
179,C180,Course 180,1,3.0
180,C181,Course 181,0,2.0
181,C182,Course 182,0,1.0
182,C183,Course 183,1,1.0
183,C184,Course 184,0,0.0
184,C185,Course 185,0,1.0
185,C186,Course 186,0,1.0
186,C187,Course 187,0,
187,C188,Course 188,0,
188,C189,Course 189,1,
189,C190,Course 190,1,0.0
190,C191,Course 191,1,0.0
191,C192,Course 192,0,0.0
192,C193,Course 193,0,2.0
193,C194,Course 194,1,
194,C195,Course 195,1,2.0
195,C196,Course 196,0,2.0
196,C197,Course 197,0,
197,C198,Course 198,1,1.0
198,C199,Course 199,1,0.0
199,C200,Course 200,1,0.0
200,C201,Course 201,1,3.0
201,C202,Course 202,1,3.0
202,C203,Course 203,0,3.0
203,C204,Course 204,0,3.0
204,C205,Course 205,0,3.0
205,C206,Course 206,0,1.0
206,C207,Course 207,1,0.0
207,C208,Course 208,1,2.0
208,C209,Course 209,1,
209,C210,Course 210,1,2.0
210,C211,Course 211,1,3.0
211,C212,Course 212,0,2.0
212,C213,Course 213,0,1.0
213,C214,Course 214,1,1.0
214,C215,Course 215,0,3.0
215,C216,Course 216,1,3.0
216,C217,Course 217,0,2.0
217,C218,Course 218,0,2.0
218,C219,Course 219,0,0.0
219,C220,Course 220,1,1.0
220,C221,Course 221,1,2.0
221,C222,Course 222,0,
222,C223,Course 223,0,3.0
223,C224,Course 224,1,
224,C225,Course 225,1,3.0
225,C226,Course 226,1,1.0
226,C227,Course 227,0,
227,C228,Course 228,0,2.0
228,C229,Course 229,0,1.0
229,C230,Course 230,0,2.0
230,C231,Course 231,1,1.0
231,C232,Course 232,0,3.0
232,C233,Course 233,0,
233,C234,Course 234,1,0.0
234,C235,Course 235,1,
235,C236,Course 236,1,0.0
236,C237,Course 237,1,
237,C238,Course 238,1,3.0
238,C239,Course 239,0,1.0
239,C240,Course 240,0,2.0
240,C241,Course 241,0,
241,C242,Course 242,1,1.0
242,C243,Course 243,0,
243,C244,Course 244,1,3.0
244,C245,Course 245,1,0.0
245,C246,Course 246,1,0.0
246,C247,Course 247,1,
247,C248,Course 248,1,1.0
248,C249,Course 249,1,3.0
249,C250,Course 250,1,
250,C251,Course 251,0,1.0
251,C252,Course 252,1,1.0
252,C253,Course 253,0,0.0
253,C254,Course 254,0,1.0
254,C255,Course 255,1,3.0
255,C256,Course 256,0,0.0
256,C257,Course 257,0,2.0
257,C258,Course 258,1,0.0
258,C259,Course 259,1,
259,C260,Course 260,0,3.0
260,C261,Course 261,1,
261,C262,Course 262,1,0.0
262,C263,Course 263,0,0.0
263,C264,Course 264,0,2.0
264,C265,Course 265,1,2.0
265,C266,Course 266,1,
266,C267,Course 267,0,1.0
267,C268,Course 268,0,0.0
268,C269,Course 269,1,
269,C270,Course 270,0,0.0
270,C271,Course 271,1,0.0
271,C272,Course 272,0,2.0
272,C273,Course 273,1,
273,C274,Course 274,1,
274,C275,Course 275,1,0.0
275,C276,Course 276,0,3.0
276,C277,Course 277,0,0.0
277,C278,Course 278,1,1.0
278,C279,Course 279,0,1.0
279,C280,Course 280,0,3.0
280,C281,Course 281,1,0.0
281,C282,Course 282,0,0.0
282,C283,Course 283,0,2.0
283,C284,Course 284,1,2.0
284,C285,Course 285,1,1.0
285,C286,Course 286,1,
286,C287,Course 287,0,
287,C288,Course 288,0,
288,C289,Course 289,1,1.0
289,C290,Course 290,0,1.0
290,C291,Course 291,1,3.0
291,C292,Course 292,1,0.0
292,C293,Course 293,0,1.0
293,C294,Course 294,0,
294,C295,Course 295,0,
295,C296,Course 296,1,
296,C297,Course 297,0,2.0
297,C298,Course 298,0,
298,C299,Course 299,0,1.0
299,C300,Course 300,1,3.0
300,C301,Course 301,0,3.0
301,C302,Course 302,1,2.0
302,C303,Course 303,1,0.0
303,C304,Course 304,0,2.0
304,C305,Course 305,0,3.0
305,C306,Course 306,0,2.0
306,C307,Course 307,0,3.0
307,C308,Course 308,0,3.0
308,C309,Course 309,0,1.0
309,C310,Course 310,0,2.0
310,C311,Course 311,1,1.0
311,C312,Course 312,1,3.0
312,C313,Course 313,0,
313,C314,Course 314,1,3.0
314,C315,Course 315,1,1.0
315,C316,Course 316,0,2.0
316,C317,Course 317,1,1.0
317,C318,Course 318,0,3.0
318,C319,Course 319,1,1.0
319,C320,Course 320,0,2.0
