,CourseID,CourseName,Basic,No. Classes
191,C192,Course 192,0,3.0
192,C193,Course 193,1,
193,C194,Course 194,1,
194,C195,Course 195,1,
195,C196,Course 196,0,
196,C197,Course 197,1,3.0
197,C198,Course 198,1,
198,C199,Course 199,1,3.0
199,C200,Course 200,0,3.0
200,C201,Course 201,0,1.0
201,C202,Course 202,0,0.0
202,C203,Course 203,0,0.0
203,C204,Course 204,0,0.0
204,C205,Course 205,1,
205,C206,Course 206,0,2.0
206,C207,Course 207,0,0.0
207,C208,Course 208,0,1.0
208,C209,Course 209,1,2.0
209,C210,Course 210,0,
210,C211,Course 211,0,3.0
211,C212,Course 212,0,
212,C213,Course 213,0,2.0
213,C214,Course 214,1,3.0
214,C215,Course 215,1,0.0
215,C216,Course 216,0,1.0
216,C217,Course 217,1,0.0
217,C218,Course 218,1,2.0
218,C219,Course 219,1,2.0
219,C220,Course 220,1,2.0
220,C221,Course 221,1,3.0
221,C222,Course 222,1,1.0
222,C223,Course 223,1,1.0
223,C224,Course 224,0,3.0
224,C225,Course 225,1,2.0
225,C226,Course 226,1,1.0
226,C227,Course 227,0,0.0
227,C228,Course 228,0,3.0
228,C229,Course 229,0,
229,C230,Course 230,1,
230,C231,Course 231,1,
231,C232,Course 232,0,3.0
232,C233,Course 233,1,
233,C234,Course 234,1,2.0
234,C235,Course 235,0,0.0
235,C236,Course 236,0,1.0
236,C237,Course 237,0,0.0
237,C238,Course 238,0,2.0
238,C239,Course 239,1,
239,C240,Course 240,0,1.0
240,C241,Course 241,0,1.0
241,C242,Course 242,0,
242,C243,Course 243,1,0.0
243,C244,Course 244,0,2.0
244,C245,Course 245,0,2.0
245,C246,Course 246,1,1.0
246,C247,Course 247,1,3.0
247,C248,Course 248,0,2.0
248,C249,Course 249,0,3.0
249,C250,Course 250,1,0.0
250,C251,Course 251,0,
251,C252,Course 252,1,
252,C253,Course 253,1,1.0
253,C254,Course 254,0,0.0
254,C255,Course 255,0,2.0
255,C256,Course 256,0,
256,C257,Course 257,0,0.0
257,C258,Course 258,0,3.0
258,C259,Course 259,1,3.0
259,C260,Course 260,1,2.0
260,C261,Course 261,0,
261,C262,Course 262,1,2.0
262,C263,Course 263,1,1.0
263,C264,Course 264,1,0.0
264,C265,Course 265,1,2.0
265,C266,Course 266,1,0.0
266,C267,Course 267,1,
267,C268,Course 268,1,1.0
268,C269,Course 269,0,3.0
269,C270,Course 270,1,0.0
270,C271,Course 271,0,1.0
271,C272,Course 272,0,2.0
272,C273,Course 273,0,
273,C274,Course 274,0,3.0
274,C275,Course 275,1,
275,C276,Course 276,1,3.0
276,C277,Course 277,0,3.0
277,C278,Course 278,0,
278,C279,Course 279,1,0.0
279,C280,Course 280,1,
280,C281,Course 281,0,0.0
281,C282,Course 282,1,0.0
282,C283,Course 283,0,
283,C284,Course 284,0,3.0
284,C285,Course 285,1,0.0
285,C286,Course 286,1,2.0
286,C287,Course 287,0,0.0
287,C288,Course 288,0,1.0
288,C289,Course 289,0,1.0
289,C290,Course 290,0,
290,C291,Course 291,0,1.0
291,C292,Course 292,1,
292,C293,Course 293,1,2.0
293,C294,Course 294,1,
294,C295,Course 295,1,0.0
295,C296,Course 296,1,3.0
296,C297,Course 297,0,3.0
297,C298,Course 298,1,1.0
298,C299,Course 299,1,2.0
299,C300,Course 300,1,2.0
300,C301,Course 301,0,0.0
301,C302,Course 302,1,3.0
302,C303,Course 303,0,
303,C304,Course 304,1,1.0
304,C305,Course 305,0,1.0
305,C306,Course 306,0,
306,C307,Course 307,1,0.0
307,C308,Course 308,1,1.0
308,C309,Course 309,0,3.0
309,C310,Course 310,1,1.0
310,C311,Course 311,0,1.0
311,C312,Course 312,0,0.0
312,C313,Course 313,0,2.0
313,C314,Course 314,0,2.0
314,C315,Course 315,1,2.0
315,C316,Course 316,1,3.0
316,C317,Course 317,1,
317,C318,Course 318,0,2.0
