,CourseID,CourseName,Basic,No. Classes
185,C186,Course 186,0,1.0
186,C187,Course 187,1,3.0
187,C188,Course 188,0,0.0
188,C189,Course 189,1,0.0
189,C190,Course 190,0,1.0
190,C191,Course 191,1,0.0
191,C192,Course 192,1,1.0
192,C193,Course 193,0,0.0
193,C194,Course 194,1,0.0
194,C195,Course 195,0,0.0
195,C196,Course 196,0,
196,C197,Course 197,1,1.0
197,C198,Course 198,0,3.0
198,C199,Course 199,0,3.0
199,C200,Course 200,0,2.0
200,C201,Course 201,0,3.0
201,C202,Course 202,0,0.0
202,C203,Course 203,0,
203,C204,Course 204,1,3.0
204,C205,Course 205,0,
205,C206,Course 206,0,2.0
206,C207,Course 207,0,2.0
207,C208,Course 208,1,2.0
208,C209,Course 209,0,3.0
209,C210,Course 210,1,2.0
210,C211,Course 211,0,2.0
211,C212,Course 212,1,1.0
212,C213,Course 213,0,3.0
213,C214,Course 214,0,3.0
214,C215,Course 215,1,
215,C216,Course 216,0,1.0
216,C217,Course 217,0,2.0
217,C218,Course 218,0,1.0
218,C219,Course 219,0,
219,C220,Course 220,1,3.0
220,C221,Course 221,0,0.0
221,C222,Course 222,0,2.0
222,C223,Course 223,0,1.0
223,C224,Course 224,0,1.0
224,C225,Course 225,0,
225,C226,Course 226,0,
226,C227,Course 227,1,2.0
227,C228,Course 228,0,1.0
228,C229,Course 229,0,0.0
229,C230,Course 230,1,1.0
230,C231,Course 231,1,2.0
231,C232,Course 232,0,
232,C233,Course 233,1,1.0
233,C234,Course 234,0,2.0
234,C235,Course 235,0,1.0
235,C236,Course 236,1,3.0
236,C237,Course 237,0,3.0
237,C238,Course 238,0,
238,C239,Course 239,1,1.0
239,C240,Course 240,0,3.0
240,C241,Course 241,1,2.0
241,C242,Course 242,1,0.0
242,C243,Course 243,1,3.0
243,C244,Course 244,0,0.0
244,C245,Course 245,1,1.0
245,C246,Course 246,0,1.0
246,C247,Course 247,1,1.0
247,C248,Course 248,1,3.0
248,C249,Course 249,1,
249,C250,Course 250,0,1.0
250,C251,Course 251,0,
251,C252,Course 252,0,2.0
252,C253,Course 253,0,3.0
253,C254,Course 254,1,3.0
254,C255,Course 255,0,
255,C256,Course 256,0,
256,C257,Course 257,1,3.0
257,C258,Course 258,0,0.0
258,C259,Course 259,0,
259,C260,Course 260,1,3.0
260,C261,Course 261,1,3.0
261,C262,Course 262,1,3.0
262,C263,Course 263,0,
263,C264,Course 264,0,0.0
264,C265,Course 265,0,0.0
265,C266,Course 266,1,
266,C267,Course 267,0,
267,C268,Course 268,0,0.0
268,C269,Course 269,1,2.0
269,C270,Course 270,1,2.0
270,C271,Course 271,0,3.0
271,C272,Course 272,1,2.0
272,C273,Course 273,1,0.0
273,C274,Course 274,0,1.0
274,C275,Course 275,0,
275,C276,Course 276,1,1.0
276,C277,Course 277,0,1.0
277,C278,Course 278,0,3.0
278,C279,Course 279,0,2.0
279,C280,Course 280,0,
280,C281,Course 281,0,
281,C282,Course 282,1,
282,C283,Course 283,1,1.0
283,C284,Course 284,1,3.0
284,C285,Course 285,1,1.0
285,C286,Course 286,0,
286,C287,Course 287,0,3.0
287,C288,Course 288,0,3.0
288,C289,Course 289,0,3.0
289,C290,Course 290,1,0.0
290,C291,Course 291,0,3.0
291,C292,Course 292,1,2.0
292,C293,Course 293,0,1.0
293,C294,Course 294,1,1.0
294,C295,Course 295,0,
295,C296,Course 296,1,
296,C297,Course 297,0,3.0
297,C298,Course 298,0,2.0
298,C299,Course 299,0,0.0
299,C300,Course 300,0,2.0
300,C301,Course 301,1,
301,C302,Course 302,1,
302,C303,Course 303,0,3.0
303,C304,Course 304,1,2.0
304,C305,Course 305,1,2.0
305,C306,Course 306,0,
306,C307,Course 307,1,
307,C308,Course 308,1,1.0
308,C309,Course 309,1,
309,C310,Course 310,0,
310,C311,Course 311,0,0.0
311,C312,Course 312,0,0.0
312,C313,Course 313,1,1.0
313,C314,Course 314,1,0.0
314,C315,Course 315,0,3.0
315,C316,Course 316,0,0.0
316,C317,Course 317,1,2.0
317,C318,Course 318,0,1.0
318,C319,Course 319,1,3.0
319,C320,Course 320,1,1.0
320,C321,Course 321,0,
321,C322,Course 322,0,
322,C323,Course 323,1,3.0
323,C324,Course 324,0,0.0
324,C325,Course 325,1,1.0
325,C326,Course 326,0,2.0
326,C327,Course 327,1,2.0
327,C328,Course 328,1,
328,C329,Course 329,1,1.0
329,C330,Course 330,0,0.0
330,C331,Course 331,0,2.0
331,C332,Course 332,1,0.0
332,C333,Course 333,0,0.0
333,C334,Course 334,1,0.0
334,C335,Course 335,0,3.0
335,C336,Course 336,0,2.0
336,C337,Course 337,1,3.0
337,C338,Course 338,0,0.0
338,C339,Course 339,1,2.0
339,C340,Course 340,0,3.0
340,C341,Course 341,1,
341,C342,Course 342,1,2.0
342,C343,Course 343,0,1.0
343,C344,Course 344,1,
344,C345,Course 345,0,
345,C346,Course 346,0,
346,C347,Course 347,1,
347,C348,Course 348,1,2.0
348,C349,Course 349,1,3.0
349,C350,Course 350,1,
350,C351,Course 351,0,1.0
351,C352,Course 352,1,1.0
352,C353,Course 353,1,0.0
353,C354,Course 354,1,1.0
354,C355,Course 355,1,0.0
355,C356,Course 356,0,3.0
356,C357,Course 357,1,0.0
357,C358,Course 358,0,2.0
358,C359,Course 359,1,0.0
359,C360,Course 360,0,2.0
360,C361,Course 361,0,3.0
361,C362,Course 362,1,2.0
362,C363,Course 363,1,2.0
363,C364,Course 364,1,3.0
364,C365,Course 365,0,
365,C366,Course 366,0,1.0
366,C367,Course 367,1,3.0
367,C368,Course 368,0,
368,C369,Course 369,0,0.0
369,C370,Course 370,1,1.0
370,C371,Course 371,1,0.0
371,C372,Course 372,1,2.0
372,C373,Course 373,0,0.0
373,C374,Course 374,1,2.0
374,C375,Course 375,0,
375,C376,Course 376,0,1.0
376,C377,Course 377,1,1.0
377,C378,Course 378,1,1.0
