,CourseID,CourseName,Basic,No. Classes
259,C260,Course 260,1,3.0
260,C261,Course 261,0,
261,C262,Course 262,1,
262,C263,Course 263,1,0.0
263,C264,Course 264,1,0.0
264,C265,Course 265,0,3.0
265,C266,Course 266,1,3.0
266,C267,Course 267,1,2.0
267,C268,Course 268,0,2.0
268,C269,Course 269,1,3.0
269,C270,Course 270,0,1.0
270,C271,Course 271,1,
271,C272,Course 272,1,2.0
272,C273,Course 273,0,
273,C274,Course 274,1,1.0
274,C275,Course 275,1,
275,C276,Course 276,1,1.0
276,C277,Course 277,0,3.0
277,C278,Course 278,1,
278,C279,Course 279,1,3.0
279,C280,Course 280,0,2.0
280,C281,Course 281,0,
281,C282,Course 282,0,2.0
282,C283,Course 283,0,0.0
283,C284,Course 284,0,2.0
284,C285,Course 285,1,2.0
285,C286,Course 286,0,1.0
286,C287,Course 287,0,1.0
287,C288,Course 288,0,0.0
288,C289,Course 289,1,1.0
289,C290,Course 290,0,
290,C291,Course 291,1,0.0
291,C292,Course 292,0,1.0
292,C293,Course 293,0,2.0
293,C294,Course 294,0,2.0
294,C295,Course 295,1,
295,C296,Course 296,1,3.0
296,C297,Course 297,1,
297,C298,Course 298,1,0.0
298,C299,Course 299,1,0.0
299,C300,Course 300,1,1.0
300,C301,Course 301,1,2.0
301,C302,Course 302,0,2.0
302,C303,Course 303,0,3.0
303,C304,Course 304,0,0.0
304,C305,Course 305,1,
305,C306,Course 306,0,3.0
306,C307,Course 307,1,3.0
307,C308,Course 308,0,1.0
308,C309,Course 309,0,
309,C310,Course 310,0,2.0
310,C311,Course 311,0,
311,C312,Course 312,1,0.0
312,C313,Course 313,0,0.0
313,C314,Course 314,0,3.0
314,C315,Course 315,0,0.0
315,C316,Course 316,0,3.0
316,C317,Course 317,0,3.0
317,C318,Course 318,1,2.0
318,C319,Course 319,1,3.0
319,C320,Course 320,0,0.0
320,C321,Course 321,1,3.0
321,C322,Course 322,0,1.0
322,C323,Course 323,0,
323,C324,Course 324,0,3.0
324,C325,Course 325,0,2.0
325,C326,Course 326,0,
326,C327,Course 327,1,0.0
327,C328,Course 328,1,3.0
328,C329,Course 329,0,0.0
329,C330,Course 330,0,0.0
330,C331,Course 331,1,2.0
331,C332,Course 332,1,3.0
332,C333,Course 333,0,0.0
333,C334,Course 334,0,3.0
334,C335,Course 335,1,0.0
335,C336,Course 336,0,
336,C337,Course 337,0,3.0
337,C338,Course 338,1,1.0
338,C339,Course 339,0,3.0
339,C340,Course 340,0,
340,C341,Course 341,1,3.0
341,C342,Course 342,1,
342,C343,Course 343,0,0.0
343,C344,Course 344,0,1.0
344,C345,Course 345,0,2.0
345,C346,Course 346,1,1.0
346,C347,Course 347,0,0.0
347,C348,Course 348,1,1.0
348,C349,Course 349,0,3.0
349,C350,Course 350,0,0.0
350,C351,Course 351,1,3.0
351,C352,Course 352,0,3.0
352,C353,Course 353,0,
353,C354,Course 354,0,1.0
354,C355,Course 355,1,
355,C356,Course 356,1,3.0
356,C357,Course 357,1,1.0
357,C358,Course 358,1,0.0
358,C359,Course 359,1,0.0
359,C360,Course 360,1,3.0
360,C361,Course 361,1,2.0
361,C362,Course 362,1,2.0
362,C363,Course 363,0,0.0
363,C364,Course 364,1,3.0
364,C365,Course 365,0,
365,C366,Course 366,1,2.0
366,C367,Course 367,1,
367,C368,Course 368,0,0.0
368,C369,Course 369,0,1.0
369,C370,Course 370,0,
370,C371,Course 371,0,1.0
371,C372,Course 372,1,2.0
372,C373,Course 373,1,0.0
373,C374,Course 374,0,
374,C375,Course 375,0,1.0
375,C376,Course 376,1,0.0
